student_id_number,ACT_score,hs_gpa_entry,hardship_score
6075,,,0
6076,,,0
6077,,,0
6078,,,0
6079,,,0
6080,,,0
6081,,,0
6082,,,0
6083,,,0
6084,25,3.356,0
6085,,,0
6086,,,0
6087,,,0
6088,,,0
6089,,,0
6090,,,0
6091,,,0
6092,,,0
6093,,,0
6094,,,0
6095,26,3.822,0
6096,,,0
6097,,,0
6098,,,0
6099,,,0
6100,,,0
6101,,,0
6102,,,0
6103,,,0
6104,,,0
6105,,,0
6106,24,3.327,0
6107,,,0
6108,,2.738,0
6109,,,0
6110,,,0
6111,,,0
6112,,,0
6113,,,0
6114,,,0
6115,,,0
6116,32,3.57,2
6117,31,3.8,2
6118,31,3.8,2
6119,,,0
6120,,,0
6121,,,0
6122,22,4.05,3
6123,,,0
6124,,,0
6125,27,3.817,0
6126,29,3.648,0
6127,29,3.648,0
6128,,,0
6129,25,3.959,3
6130,,,0
6131,,,0
6132,,,0
6133,,,0
6134,,,0
6135,16,1.88,3
6136,,,0
6137,,2.36,3
6138,,,0
6139,,,0
6140,,,0
6141,21,3.875,0
6142,21,3.875,0
6143,,,0
6144,,,0
6145,,,0
6146,17,2.564,0
6147,,,0
6148,,2.833,3
6149,,,0
6150,,,0
6151,,,0
6152,,,0
6153,,,0
6154,,,0
6155,,,0
6156,,,0
6157,,,0
6158,,,0
6159,25,3.869,3
6160,,,0
6161,,,0
6162,,,0
6163,,,0
6164,,,0
6165,,,0
6166,23,2.37,2
6167,,,0
6168,,,0
6169,,,0
6170,,,0
6171,,,0
6172,,,0
6173,,,0
6174,,,0
6175,,,0
6176,,,0
6177,,,0
6178,,,0
6179,18,3.41,0
6180,,,0
6181,,,0
6182,,,0
6183,,,0
6184,,,0
6185,,,0
6186,,,0
6187,,,0
6188,,,0
6189,,,0
6190,,,0
6191,,,0
6192,,,0
6193,,,3
6194,,,0
6195,18,3.451,2
6196,,,0
6197,,,0
6198,,,0
6199,,,0
6200,,,0
6201,,,0
6202,,,0
6203,21,3.727,0
6204,,,0
6205,,,0
6206,,,0
6207,,,0
6208,,,0
6209,,,0
6210,,,0
6211,17,,0
6212,,,0
6213,21,3.389,0
6214,21,3.389,0
6215,24,3.507,2
6216,20,3.539,0
6217,21,3.39,2
6218,25,3.802,0
6219,,,0
6220,22,2.479,0
6221,,,0
6222,,,0
6223,22,3.508,1
6224,23,3.49,0
6225,32,3.858,0
6226,25,3.707,0
6227,17,2.89,1
6228,,,0
6229,26,3.731,1
6230,28,3.111,1
6231,22,2.806,3
6232,26,3.633,0
6233,25,3.586,0
6234,23,3.535,2
6235,,,0
6236,20,3.203,0
6237,22,3.109,3
6238,22,2.803,0
6239,23,3.084,0
6240,,,0
6241,26,3.12,0
6242,28,3.951,0
6243,26,3.23,0
6244,27,3.091,0
6245,,3.813,3
6246,27,3.044,0
6247,22,4.044,1
6248,24,3.387,0
6249,26,2.83,0
6250,26,2.83,0
6251,,,0
6252,22,3.329,3
6253,24,3.69,0
6254,24,3.018,0
6255,25,3.213,0
6256,32,3.637,0
6257,20,3.682,1
6258,24,2.982,0
6259,25,3.03,0
6260,26,3.121,3
6261,26,3.121,3
6262,26,3.715,0
6263,28,3.621,0
6264,25,3.968,2
6265,22,3.193,1
6266,22,2.833,1
6267,25,3.885,0
6268,15,2.622,1
6269,20,3.118,0
6270,23,3.54,0
6271,,3.556,0
6272,,,0
6273,,,0
6274,,,0
6275,,,0
6276,,,0
6277,,,0
6278,,,0
6279,,,0
6280,,,0
6281,,,0
6282,,,0
6283,,,0
6284,,,0
6285,,,0
6286,,,0
6287,,,0
6288,,,0
6289,,,0
6290,,,0
6291,,,0
6292,,,0
6293,,,0
6294,,,0
6295,,,0
6296,,,0
6297,,,0
6298,,,0
6299,,,0
6300,,,0
6301,,,0
6302,,,0
6303,,,0
6304,,,0
6305,,,0
6306,,,0
6307,,,0
6308,,,0
6309,,,0
6310,,,0
6311,,,0
6312,,,0
6313,,,0
6314,,,0
6315,,,0
6316,,,0
6317,,,0
6318,,,0
6319,,,0
6320,,,0
6321,,,0
6322,,,0
6323,,,0
6324,,,0
6325,,,0
6326,,,0
6327,,,0
6328,,,0
6329,,,0
6330,,,0
6331,,,0
6332,,,0
6333,,,0
6334,,,0
6335,,,0
6336,,2.887,0
6337,,,0
6338,,,0
6339,,,0
6340,,,0
6341,,,0
6342,26,3.79,1
6343,,,0
6344,,,0
6345,,,0
6346,,3.8,0
6347,,,0
6348,,,0
6349,,,0
6350,,,0
6351,21,3.373,0
6352,,,0
6353,,,0
6354,,2.605,3
6355,,,0
6356,22,3.443,1
6357,22,3.443,1
6358,23,3.354,0
6359,,,0
6360,,,0
6361,,,0
6362,,,0
6363,,,0
6364,,,0
6365,,,0
6366,,,0
6367,,,0
6368,,,0
6369,,,0
6370,,,0
6371,,,0
6372,,,0
6373,,,0
6374,,,0
6375,,,0
6376,,,0
6377,,2.827,0
6378,,,0
6379,,,0
6380,,,0
6381,,,0
6382,,,0
6383,24,3.136,0
6384,,,0
6385,,,0
6386,,,0
6387,,,0
6388,,,0
6389,,,0
6390,,,0
6391,,,0
6392,,,0
6393,,,0
6394,,,0
6395,,,0
6396,,,0
6397,22,3.046,0
6398,,,0
6399,,,0
6400,,,0
6401,,,0
6402,,,0
6403,,,0
6404,,,0
6405,,,0
6406,,,0
6407,,,0
6408,,,0
6409,19,3.27,3
6410,,,0
6411,,,0
6412,,,0
6413,,,0
6414,,,0
6415,,,0
6416,,,0
6417,,,0
6418,,,0
6419,,,0
6420,,,0
6421,,,0
6422,,,0
6423,,,0
6424,,,0
6425,,,0
6426,,,0
6427,,,0
6428,,,0
6429,,,0
6430,,,0
6431,,,0
6432,,,0
6433,,,0
6434,,,0
6435,,,0
6436,,,0
6437,,,0
6438,,,0
6439,,,0
6440,,,0
6441,,,0
6442,,,0
6443,,,0
6444,,,0
6445,,,0
6446,,,0
6447,,,0
6448,,,0
6449,,,0
6450,19,3.415,0
6451,,,0
6452,,,0
6453,,,0
6454,,,0
6455,,,0
6456,18,2.61,1
6457,19,3.843,2
6458,,,0
6459,,,0
6460,,,0
6461,,,0
6462,,,0
6463,,,0
6464,,,0
6465,,,0
6466,,,0
6467,,,0
6468,,,0
6469,,,0
6470,,,0
6471,,,0
6472,,,0
6473,,,0
6474,,,0
6475,,,0
6476,,,0
6477,,,0
6478,,,0
6479,,,0
6480,,,0
6481,20,3.093,0
6482,20,3.093,0
6483,,,0
6484,,,0
6485,,,0
6486,,,0
6487,,,0
6488,28,3.367,0
6489,28,3.367,0
6490,,,0
6491,25,3.3,0
6492,,,0
6493,,,0
6494,,,0
6495,,,0
6496,,,0
6497,,,0
6498,,,0
6499,,,0
6500,15,2.447,1
6501,,,0
6502,,,0
6503,,,0
6504,,,0
6505,,,0
6506,,,0
6507,,,0
6508,,,0
6509,,,0
6510,,,0
6511,,,0
6512,,,0
6513,,,0
6514,,,0
6515,,,0
6516,,,0
6517,,,0
6518,,,0
6519,,,0
6520,32,,0
6521,,,0
6522,24,3.197,0
6523,,,0
6524,,,0
6525,28,3.575,3
6526,,,0
6527,,,0
6528,34,3.804,2
6529,28,3.419,0
6530,,,3
6531,,,0
6532,21,3.932,0
6533,,,0
6534,,,0
6535,25,3.533,0
6536,,,0
6537,32,3.557,0
6538,,,0
6539,,,0
6540,,,0
6541,28,3.496,0
6542,,,0
6543,,,0
6544,,,0
6545,29,3.227,0
6546,29,3.227,0
6547,,,0
6548,18,3.78,2
6549,,,0
6550,,,0
6551,,,0
6552,27,3.286,3
6553,,,0
6554,,,0
6555,32,3.454,1
6556,,,0
6557,,,0
6558,,,0
6559,27,3.268,0
6560,27,3.268,0
6561,25,3.776,0
6562,,,0
6563,,,0
6564,21,3.476,1
6565,,,0
6566,21,3.576,3
6567,35,4.123,0
6568,,,0
6569,,,0
6570,,,0
6571,,3.52,2
6572,28,3.781,0
6573,27,3.873,0
6574,,,0
6575,,,0
6576,,3.58,0
6577,,,0
6578,,,0
6579,,,0
6580,,,0
6581,,,0
6582,,,0
6583,,,0
6584,,,0
6585,,,0
6586,,,0
6587,,,0
6588,,,0
6589,,,0
6590,18,3.385,3
6591,,,0
6592,,,0
6593,,,0
6594,21,3.279,0
6595,,,0
6596,,3.736,0
6597,,,0
6598,,3.398,0
6599,,,0
6600,,,0
6601,,,0
6602,21,3.599,2
6603,,,0
6604,24,3.25,0
6605,32,4.59,0
6606,,,0
6607,21,2.666,0
6608,27,3.58,0
6609,26,2.654,0
6610,,3.629,0
6611,21,3.025,3
6612,,,0
6613,,3.748,0
6614,25,3.51,0
6615,25,2.763,1
6616,23,3.897,0
6617,19,3.072,1
6618,23,3.74,3
6619,24,3.46,0
6620,27,3.045,0
6621,20,3.192,0
6622,19,2.859,0
6623,26,3.4,1
6624,,,0
6625,25,3.334,0
6626,,,0
6627,19,3.36,3
6628,18,2.51,0
6629,24,4.07,1
6630,19,3.634,0
6631,24,3.58,1
6632,32,4.388,1
6633,32,4.388,1
6634,20,3.483,0
6635,27,4.258,0
6636,22,3.12,0
6637,25,4.107,3
6638,29,3.625,0
6639,20,3.555,0
6640,24,3.56,0
6641,27,3.575,0
6642,21,3.009,1
6643,23,3.253,0
6644,27,3.981,0
6645,23,3.755,0
6646,26,3.659,1
6647,22,3.915,0
6648,27,3.857,2
6649,27,3.857,2
6650,,3.6,1
6651,23,3.825,0
6652,23,3.027,0
6653,25,3.273,0
6654,25,3.073,0
6655,24,3.89,0
6656,33,4.196,0
6657,33,4.196,0
6658,26,3.43,0
6659,31,3.603,3
6660,26,3.8,0
6661,32,3.942,0
6662,30,4.006,0
6663,,,0
6664,,,0
6665,,,0
6666,,,0
6667,,,0
6668,,,0
6669,,,0
6670,,,0
6671,,,0
6672,,,0
6673,,,0
6674,,,0
6675,,,0
6676,,,0
6677,,,0
6678,,,0
6679,,,0
6680,,,0
6681,,,0
6682,,,0
6683,,,0
6684,,,0
6685,,,0
6686,,,0
6687,,,0
6688,,,0
6689,,,0
6690,,,0
6691,,,0
6692,,,0
6693,,,0
6694,,,0
6695,,,0
6696,,,0
6697,,,0
6698,,,0
6699,,,0
6700,,,0
6701,,,0
6702,,,0
6703,,,0
6704,,,0
6705,,,0
6706,,,0
6707,,,0
6708,,,0
6709,,,0
6710,,,0
6711,,,0
6712,,,0
6713,,,0
6714,,,0
6715,,,0
6716,,,0
6717,,,0
6718,,,0
6719,,,0
6720,,,0
6721,,,0
6722,,,0
6723,,,0
6724,,,0
6725,,,0
6726,,,0
6727,,,0
6728,,,0
6729,,,0
6730,,,0
6731,,,0
6732,,,0
6733,,,0
6734,,,0
6735,,,0
6736,,,0
6737,,,0
6738,,,0
6739,,,0
6740,,,0
6741,,,0
6742,,,0
6743,,,0
6744,,,0
6745,,,0
6746,,,0
6747,,,0
6748,,,0
6749,,,0
6750,,,0
6751,,,0
6752,,,0
6753,,,0
6754,,,0
6755,,,0
6756,,,0
6757,,,0
6758,,,0
6759,,,0
6760,,,0
6761,,,0
6762,,,0
6763,,,0
6764,,,0
6765,,,0
6766,,,0
6767,,,0
6768,,,0
6769,,,0
6770,,,0
6771,,,0
6772,,,0
6773,,,0
6774,,,0
6775,,,0
6776,,,0
6777,,,0
6778,,,0
6779,,,0
6780,,,0
6781,,,0
6782,,,0
6783,,,0
6784,,,0
6785,,,0
6786,,,0
6787,,,0
6788,,,0
6789,,,0
6790,,,0
6791,,,0
6792,,,0
6793,,,0
6794,,,0
6795,,,0
6796,,,0
6797,,,0
6798,,,0
6799,,,0
6800,,,0
6801,,,0
6802,,,0
6803,,,0
6804,,,0
6805,,,0
6806,,,0
6807,,,0
6808,,,0
6809,,,0
6810,,,0
6811,,,0
6812,,,0
6813,,,0
6814,,,0
6815,24,3.185,0
6816,26,3.423,1
6817,,,0
6818,,,0
6819,,,0
6820,,,0
6821,,,0
6822,14,2.779,0
6823,,,0
6824,,,0
6825,,,0
6826,,,0
6827,,,0
6828,,,0
6829,,,0
6830,18,3.2,3
6831,,,0
6832,,,0
6833,,,0
6834,,,0
6835,,,0
6836,,,0
6837,,,0
6838,,,0
6839,,,0
6840,,,0
6841,25,3.891,0
6842,,,0
6843,,,0
6844,,,0
6845,,,0
6846,,,0
6847,,,0
6848,,,0
6849,,,0
6850,,,0
6851,,,0
6852,,,0
6853,,,0
6854,,,0
6855,,,0
6856,,,0
6857,,,0
6858,,,0
6859,,,0
6860,,,0
6861,,,0
6862,18,2.152,1
6863,,,0
6864,,,0
6865,,,0
6866,,,0
6867,,,0
6868,,,0
6869,,,0
6870,,,0
6871,18,3.164,1
6872,,,0
6873,,,0
6874,,,0
6875,,,0
6876,,,0
6877,,,0
6878,,,0
6879,,,0
6880,,,0
6881,,,0
6882,,,0
6883,,,0
6884,,,0
6885,,,0
6886,24,3.291,3
6887,,,0
6888,,,0
6889,,,0
6890,,,0
6891,,,0
6892,23,3.4,3
6893,,,0
6894,,,0
6895,,,0
6896,,,0
6897,,,0
6898,,,0
6899,,,0
6900,,,0
6901,,,0
6902,,,0
6903,,,0
6904,20,3.982,0
6905,,,0
6906,,,0
6907,,,0
6908,,,0
6909,,,0
6910,25,3.096,3
6911,,,0
6912,,,0
6913,,,0
6914,,,0
6915,,,0
6916,,,0
6917,,,0
6918,,,0
6919,,,0
6920,,,0
6921,,,0
6922,,,0
6923,,,0
6924,,,0
6925,,,0
6926,,3.932,3
6927,,,0
6928,,,0
6929,,,0
6930,,,0
6931,27,3.851,3
6932,,,0
6933,,,0
6934,18,4,0
6935,23,3.881,0
6936,,2.86,0
6937,,,0
6938,23,3.2,0
6939,,,0
6940,,,0
6941,,,0
6942,,,0
6943,,,0
6944,,,0
6945,,,0
6946,,,0
6947,,,0
6948,,,0
6949,,,0
6950,,,0
6951,,,0
6952,,,0
6953,,,0
6954,,,0
6955,,,0
6956,,,0
6957,,,0
6958,,,0
6959,,,0
6960,,,0
6961,,,0
6962,,,0
6963,,,0
6964,,,0
6965,,,0
6966,,,0
6967,,,0
6968,,,0
6969,,,0
6970,,,0
6971,,,0
6972,,,0
6973,,,0
6974,,,0
6975,,,0
6976,,,0
6977,,,0
6978,23,3.525,3
6979,,,0
6980,,,0
6981,,,0
6982,,,0
6983,28,3.836,2
6984,,,0
6985,,,0
6986,,,0
6987,,,0
6988,,,0
6989,,,0
6990,,,0
6991,,,0
6992,,,0
6993,,,0
6994,,,0
6995,,,0
6996,,,0
6997,,,0
6998,,,0
6999,,,0
7000,,,0
7001,,,0
7002,,,0
7003,,,0
7004,,,0
7005,,,0
7006,,,0
7007,,,0
7008,,,0
7009,,,0
7010,,,0
7011,,,0
7012,29,3.843,0
7013,,,0
7014,27,3.776,1
7015,28,3.97,0
7016,,,0
7017,25,3.944,0
7018,,,0
7019,,,0
7020,,,0
7021,,,0
7022,,,0
7023,,,0
7024,,,0
7025,,,0
7026,,3.351,3
7027,,,0
7028,,,0
7029,,,0
7030,,,0
7031,,,0
7032,,,0
7033,23,3.543,1
7034,25,3.626,1
7035,,3.529,3
7036,26,3.693,2
7037,,,0
7038,,,0
7039,24,3.698,0
7040,27,3.439,0
7041,27,3.553,0
7042,25,2.402,3
7043,21,2.967,3
7044,27,3.51,3
7045,21,2.81,0
7046,26,3.375,1
7047,27,3.65,0
7048,21,2.819,0
7049,21,3,0
7050,22,2.853,0
7051,24,3.518,0
7052,22,3.187,0
7053,21,3.847,0
7054,25,3.096,0
7055,24,4.461,1
7056,24,3.56,0
7057,24,3.56,0
7058,20,3.12,2
7059,20,3.292,0
7060,24,3.476,0
7061,26,3.064,0
7062,23,3.6,0
7063,26,3.689,1
7064,23,3.263,0
7065,27,,0
7066,25,3.985,1
7067,22,3.212,0
7068,20,3.294,0
7069,26,3.162,0
7070,24,3.473,0
7071,24,3.473,0
7072,23,4.538,0
7073,22,3.009,0
7074,30,4,1
7075,24,3.336,0
7076,21,3.2,3
7077,21,3.406,0
7078,21,2.745,0
7079,25,2.95,2
7080,17,3.396,0
7081,28,4.6,0
7082,,,0
7083,23,3.681,0
7084,23,3.681,0
7085,24,3.114,0
7086,22,2.91,0
7087,23,4.026,0
7088,23,3.833,0
7089,32,4.43,0
7090,32,4.43,0
7091,25,3.455,0
7092,,,0
7093,,3.44,3
7094,26,3.761,2
7095,22,3.59,0
7096,25,3.962,2
7097,25,3.773,0
7098,,,0
7099,,,0
7100,,,0
7101,,,0
7102,,,0
7103,,,0
7104,,,0
7105,,,0
7106,,,0
7107,,,0
7108,,,0
7109,,,0
7110,,,0
7111,,,0
7112,,,0
7113,,,0
7114,,,0
7115,,,0
7116,,,0
7117,,,0
7118,,,0
7119,,,0
7120,,,0
7121,,,0
7122,,,0
7123,,,0
7124,,,0
7125,,,0
7126,,,0
7127,,,0
7128,,,0
7129,,,0
7130,,,0
7131,,,0
7132,,,0
7133,,,0
7134,,,0
7135,,,0
7136,,,0
7137,,,0
7138,,,0
7139,,,0
7140,,,0
7141,,,0
7142,,,0
7143,,,0
7144,,,0
7145,,,0
7146,,,0
7147,,,0
7148,,,0
7149,,,0
7150,,,0
7151,,,0
7152,,,0
7153,,,0
7154,,,0
7155,,,0
7156,,,0
7157,,,0
7158,,,0
7159,,,0
7160,,,0
7161,,,0
7162,,,0
7163,,,0
7164,,,0
7165,,,0
7166,,,0
7167,,,0
7168,,,0
7169,,,0
7170,,,0
7171,,,0
7172,,,0
7173,,,0
7174,,,0
7175,,,0
7176,,,0
7177,,,0
7178,,,0
7179,,,0
7180,,,0
7181,,,0
7182,,,0
7183,,,0
7184,,,0
7185,,,0
7186,,,0
7187,,,0
7188,,,0
7189,,,0
7190,,,0
7191,,,0
7192,,,0
7193,,,0
7194,,,0
7195,,,0
7196,,,0
7197,,,0
7198,,,0
7199,,,0
7200,,,0
7201,,,0
7202,,,0
7203,,,0
7204,,,0
7205,,,0
7206,,,0
7207,,,0
7208,,,0
7209,,,0
7210,,,0
7211,,,0
7212,,,0
7213,,,0
7214,,,0
7215,,,0
7216,,,3
7217,,,0
7218,,,0
7219,,,0
7220,,,0
7221,,,0
7222,,,0
7223,,,0
7224,,,0
7225,,,0
7226,,,0
7227,,,0
7228,,,0
7229,,,0
7230,,,0
7231,,,0
7232,,,0
7233,,,0
7234,,,0
7235,,,0
7236,24,,0
7237,,,0
7238,,,0
7239,25,4.295,0
7240,,,0
7241,,,0
7242,,,0
7243,,,0
7244,,,0
7245,,,0
7246,,,0
7247,,,0
7248,,,0
7249,,,0
7250,,,0
7251,,,0
7252,,,0
7253,,,0
7254,,,0
7255,,,0
7256,,,0
7257,,,0
7258,,,0
7259,,,0
7260,,,0
7261,,,0
7262,,,0
7263,,,0
7264,,,0
7265,,,0
7266,,,0
7267,,,0
7268,,,0
7269,,,0
7270,,,0
7271,,,0
7272,22,3.824,1
7273,,,0
7274,,,0
7275,,,0
7276,,,0
7277,,,0
7278,,,0
7279,,,0
7280,,,0
7281,,,0
7282,,,0
7283,,,0
7284,,,0
7285,21,2.007,0
7286,,,0
7287,,,0
7288,,,0
7289,,,0
7290,,,0
7291,,,0
7292,,,0
7293,,,0
7294,,,0
7295,,,0
7296,,,0
7297,15,2.66,0
7298,,,0
7299,,,0
7300,,,0
7301,,,0
7302,,,0
7303,,,0
7304,,,0
7305,,,0
7306,,,0
7307,25,2.946,0
7308,,,0
7309,,,0
7310,,,0
7311,,,0
7312,26,3.475,0
7313,,,0
7314,,,0
7315,,,0
7316,,,0
7317,,,0
7318,,,0
7319,,,0
7320,,,0
7321,,,0
7322,,,0
7323,,,0
7324,,,0
7325,,,0
7326,,,0
7327,,,0
7328,,,0
7329,,,0
7330,,,0
7331,,,0
7332,26,3.761,0
7333,,,0
7334,,,0
7335,,,0
7336,,,0
7337,,,0
7338,,,0
7339,,,0
7340,,,0
7341,,,0
7342,,,0
7343,,,0
7344,,,0
7345,,,0
7346,,1.526,0
7347,,,0
7348,,,0
7349,,,0
7350,,,0
7351,,,0
7352,,,0
7353,,,0
7354,,,0
7355,,,0
7356,,,0
7357,,,0
7358,,,0
7359,,,0
7360,,,0
7361,,,0
7362,,,0
7363,,,0
7364,,,0
7365,,,0
7366,,,0
7367,,,0
7368,,,0
7369,,,0
7370,,,0
7371,,,0
7372,,,0
7373,,,0
7374,,1.923,0
7375,,,0
7376,,2.962,1
7377,,,0
7378,,,0
7379,,,0
7380,,,0
7381,,,0
7382,,,0
7383,,,0
7384,,,0
7385,,,0
7386,,,0
7387,,,0
7388,,,0
7389,,,0
7390,,,0
7391,,,0
7392,,,0
7393,,,0
7394,24,3.863,1
7395,,,0
7396,27,3.609,0
7397,,,0
7398,,,0
7399,,,0
7400,,,0
7401,,,0
7402,,,0
7403,,,0
7404,,,0
7405,25,3.851,3
7406,,,0
7407,,,0
7408,,,0
7409,,,0
7410,,,0
7411,,,0
7412,,,0
7413,,,0
7414,,,0
7415,,,0
7416,,,3
7417,,,0
7418,,,0
7419,,,0
7420,,,0
7421,,,0
7422,,,0
7423,,,0
7424,20,3.632,3
7425,23,3.464,3
7426,,,0
7427,,,0
7428,,,0
7429,,,0
7430,,,0
7431,,,0
7432,,,0
7433,,,0
7434,,,0
7435,,,0
7436,19,2.488,0
7437,,,0
7438,,,0
7439,,,0
7440,,,0
7441,,,0
7442,,,0
7443,,,0
7444,,,0
7445,,,0
7446,,,0
7447,,,0
7448,,,0
7449,,,0
7450,,,0
7451,,,0
7452,31,4.07,3
7453,27,3.548,3
7454,20,3.043,0
7455,,,0
7456,,,0
7457,,,0
7458,13,2.047,3
7459,,,0
7460,27,3.842,0
7461,,,0
7462,,,0
7463,25,3.983,0
7464,26,3.834,1
7465,,3.38,3
7466,,,0
7467,24,3.698,0
7468,,,0
7469,,,0
7470,26,2.77,1
7471,24,3.959,0
7472,26,3.641,3
7473,18,3.563,0
7474,22,3.918,0
7475,25,3.58,0
7476,17,3.442,0
7477,,3.414,0
7478,18,3.168,0
7479,26,2.757,2
7480,17,3.155,0
7481,24,3.297,0
7482,27,2.856,0
7483,24,3.381,0
7484,22,3.537,0
7485,,,0
7486,,,0
7487,,2.236,3
7488,27,3.442,0
7489,28,3.91,1
7490,22,3.857,0
7491,20,3.136,0
7492,28,3.937,0
7493,28,3.937,0
7494,24,3.51,1
7495,20,3.164,0
7496,18,3.047,1
7497,29,3.372,0
7498,18,2.132,1
7499,,2.733,3
7500,22,2.79,0
7501,25,3.447,1
7502,23,3.5,0
7503,28,3.513,0
7504,24,3.929,0
7505,21,2.594,0
7506,20,3.184,1
7507,21,3.36,0
7508,28,3.229,0
7509,29,3.486,3
7510,21,3.6,0
7511,20,3.157,0
7512,26,3.56,0
7513,26,4.101,2
7514,17,2.389,1
7515,27,4.655,0
7516,18,3.117,0
7517,12,2.186,0
7518,,2.978,0
7519,16,2.655,3
7520,22,3.86,0
7521,16,3.182,1
7522,27,3.57,2
7523,24,3.204,0
7524,23,3.163,0
7525,24,3.6,0
7526,22,3.413,3
7527,25,3.535,0
7528,17,3.039,0
7529,,,0
7530,,,0
7531,,,0
7532,,,0
7533,,,0
7534,,,0
7535,,,0
7536,,,0
7537,,,0
7538,,,0
7539,,,0
7540,,,0
7541,,,0
7542,,,0
7543,,,0
7544,,,0
7545,,,0
7546,,,0
7547,,,0
7548,,,0
7549,,,0
7550,,,0
7551,,,0
7552,,,0
7553,,,0
7554,,,0
7555,,,0
7556,,,0
7557,,,0
7558,,,0
7559,,,0
7560,,,0
7561,,,0
7562,,,0
7563,,,0
7564,,,0
7565,,,0
7566,,,0
7567,,,0
7568,,,0
7569,,,0
7570,,,0
7571,,,0
7572,,,0
7573,,,0
7574,,,0
7575,,,0
7576,,,0
7577,,,0
7578,,,0
7579,,,0
7580,,,0
7581,,,0
7582,,,0
7583,,,0
7584,,,0
7585,,,0
7586,,,0
7587,,,0
7588,,,0
7589,,,0
7590,,,0
7591,,,0
7592,,,0
7593,,,0
7594,,,0
7595,,,0
7596,,,0
7597,,,0
7598,,,0
7599,,,0
7600,,,0
7601,,,0
7602,,,0
7603,,,0
7604,,,0
7605,,,0
7606,,,0
7607,,,0
7608,,2.4,0
7609,,,0
7610,,,0
7611,,,0
7612,,,0
7613,,,0
7614,,,0
7615,,,0
7616,,,0
7617,,,0
7618,,,0
7619,,,0
7620,,,0
7621,,,0
7622,,,0
7623,,,0
7624,,,0
7625,,,0
7626,,,0
7627,,,0
7628,,,0
7629,,,0
7630,,,0
7631,,,0
7632,,,0
7633,,,0
7634,,,0
7635,,,0
7636,,,0
7637,,,0
7638,,,0
7639,,,0
7640,,,0
7641,,,0
7642,,,0
7643,,,0
7644,,,0
7645,,,0
7646,,,0
7647,,,0
7648,,,0
7649,,,0
7650,,,0
7651,,,0
7652,,,0
7653,,,0
7654,,,0
7655,,,0
7656,,,0
7657,,,0
7658,,,0
7659,,,0
7660,,,0
7661,20,3.44,0
7662,23,3.156,0
7663,31,4.25,0
7664,26,2.93,0
7665,23,3.355,3
7666,24,3.848,2
7667,20,3.041,0
7668,23,3.31,3
7669,27,4.2,0
7670,21,3.15,3
7671,31,3.721,1
7672,24,3.614,2
7673,32,3.545,0
7674,32,3.503,3
7675,32,3.503,3
7676,32,4.056,0
7677,24,3.9,1
7678,32,3.532,0
7679,28,3.864,1
7680,33,3.93,0
7681,25,3.513,0
7682,18,2.536,0
7683,26,3.504,1
7684,30,4.049,0
7685,27,3.752,1
7686,34,3.628,0
7687,31,3.385,0
7688,21,2.803,1
7689,26,3.715,0
7690,22,3.646,0
7691,27,3.869,0
7692,23,3.821,0
7693,26,3.012,2
7694,30,3.16,2
7695,23,2.526,0
7696,31,4.365,1
7697,20,3.168,3
7698,17,2.699,3
7699,23,3.003,1
7700,25,3.649,1
7701,24,3.314,2
7702,27,2.467,0
7703,21,3.313,3
7704,29,3.767,3
7705,32,3.64,0
7706,24,3.32,3
7707,23,3.594,0
7708,33,4,2
7709,22,3.349,0
7710,18,2.877,0
7711,22,3.143,0
7712,22,3.143,0
7713,19,3.175,1
7714,19,3.088,0
7715,22,3.491,0
7716,20,3.7,1
7717,24,3.47,3
7718,32,3.858,0
7719,30,3.028,0
7720,24,3.472,0
7721,20,2.432,2
7722,19,3.417,0
7723,26,3.444,0
7724,15,2.64,3
7725,18,1.899,0
7726,21,3.356,0
7727,19,3.112,0
7728,25,3.458,0
7729,25,2.913,3
7730,,,0
7731,,,0
7732,,,0
7733,21,3.025,0
7734,16,2.232,1
7735,,,0
7736,,3.59,0
7737,20,3.173,2
7738,20,3.173,2
7739,22,3.766,3
7740,24,4.312,2
7741,,3.93,1
7742,,2.943,3
7743,,,0
7744,,,0
7745,20,3.062,1
7746,17,2.706,1
7747,22,3.183,0
7748,27,3.056,3
7749,18,2.49,1
7750,22,3.837,2
7751,,,0
7752,,,0
7753,21,3,3
7754,,,0
7755,,,0
7756,,,0
7757,,,0
7758,,,0
7759,,,0
7760,23,3,2
7761,,,0
7762,,2.164,1
7763,20,2.807,0
7764,,3.156,0
7765,19,3.34,0
7766,23,3.007,2
7767,27,3.13,3
7768,22,2.755,1
7769,,,0
7770,21,3.707,0
7771,21,3.707,0
7772,24,4.034,0
7773,26,3.666,2
7774,28,3.6,0
7775,26,3.482,2
7776,25,3.307,1
7777,26,3.055,0
7778,25,4,2
7779,25,4,2
7780,25,3.222,0
7781,35,4,0
7782,18,2.446,0
7783,30,3.122,3
7784,30,3.122,3
7785,21,2.233,1
7786,22,3.323,0
7787,22,3.292,2
7788,22,3.292,2
7789,20,3.752,3
7790,21,3.757,1
7791,18,3.134,3
7792,24,3.055,0
7793,22,3.38,0
7794,19,3.32,1
7795,21,2.02,3
7796,21,3.52,0
7797,27,2.522,3
7798,25,3.348,0
7799,23,3.576,1
7800,,,0
7801,17,3.025,3
7802,,3.28,1
7803,25,3.468,1
7804,28,3.934,2
7805,21,3.883,0
